,pos,val_A,val_C,val_G,val_T
0,0,-0.016473105749999946,-0.000454235305555538,0.02272795291666658,-0.00580061186111108
1,1,0.014106126055555529,0.00026264338888889625,-0.003969916166666649,-0.01039885327777778
2,2,0.0011497331666667021,-0.03725995661111127,0.023252693611111225,0.01285752983333337
3,3,0.037776119916666774,-0.0036844535277778157,-0.017351133416666737,-0.016740532972222232
4,4,-0.013230269583333294,0.0027653938611111187,0.018081174749999984,-0.007616299027777797
5,5,0.007661971583333378,-0.018980363083333333,0.018315036249999986,-0.006996644750000012
6,6,-0.02765219099999997,0.009961161777777743,0.015788694666666714,0.0019023345555555242
7,7,-0.006090402861111113,0.002702736027777779,-0.03279811041666663,0.03618577724999994
8,8,-0.0115230718888889,-0.006075790888888866,-0.0015711541111110968,0.019170016888888863
9,9,-0.008678565916666632,-0.016875580027777747,-0.017757250805555513,0.043311396749999884
10,10,-0.006954147111111118,-0.015340335000000023,0.012171383000000027,0.010123099111111124
11,11,0.002681881916666657,-0.024797214638888933,-0.026312811416666724,0.04842814413888898
12,12,-0.028364924583333367,0.00821294975000001,0.02747178375000005,-0.007319808916666677
13,13,0.02128368852777771,-0.013985648583333335,-0.014402144138888844,0.0071041041944444605
14,14,0.04635449461111127,-0.016576006388888977,-0.009076526944444505,-0.02070196127777779
15,15,0.005330317222222209,-0.020290047444444403,0.012677128888888885,0.002282601333333323
16,16,0.003833949027777764,-0.022538603194444486,-0.008756736638888896,0.027461390805555614
17,17,-0.05573310941666665,0.024055450916666703,0.00994982047222224,0.02172783802777771
18,18,-0.006812922083333267,-0.007955951305555573,-0.01990742363888892,0.03467629702777775
19,19,-0.0018002439444444905,-0.06120531583333315,0.01507909449999993,0.047926465277777726
20,20,0.03444626605555551,-0.025320914055555612,-0.023957618722222143,0.014832266722222234
21,21,-0.0038468639444444504,-0.0065439835000000186,-0.03273067861111095,0.043121526055555394
22,22,-0.005531582861111118,-0.005493609083333345,-0.020383913416666653,0.0314091053611111
23,23,0.014214875138888874,-0.007346872194444443,-0.007243212972222214,0.00037521002777778003
24,24,-0.01831160069444441,-0.0069622468055555425,0.006899462416666632,0.018374385083333326
25,25,-0.021834625944444467,-0.019443268277777752,0.009795073388888903,0.03148282083333333
26,26,-0.006720006111111046,-0.03760282777777779,0.047522556888888796,-0.0031997229999999235
27,27,-0.013575050722222313,0.02597851672222233,-0.02615385361111116,0.013750387611111112
28,28,-0.037056997111111156,0.04882012733333335,0.0034668121111111217,-0.015229942333333333
29,29,-0.003943861916666659,0.0028854056388888942,0.004467158972222224,-0.0034087026944444564
30,30,0.006254536555555603,0.026928283333333178,-0.0065571987777777885,-0.026625621111111
31,31,0.041663422972222135,-0.008947664583333327,-0.015302523916666672,-0.017413234472222143
