,pos,val_A,val_C,val_G,val_T
0,0,-0.01878246733333339,-0.023611996888888896,0.01632872522222229,0.026065739000000008
1,1,-0.018611365638888783,0.02002295702777775,-0.00941620852777783,0.00800461713888885
2,2,0.014758720999999982,-0.015312107888888888,-0.002661769888888875,0.0032151567777777834
3,3,0.01662615469444447,0.0035315814722221926,-0.04912360019444444,0.02896586402777774
4,4,-0.008693405916666706,0.04680607152777781,-0.034645276694444394,-0.003467388916666739
5,5,0.007367457583333372,-0.022587932972222287,0.010883216138888908,0.004337259250000015
6,6,0.001987737527777804,-0.01784519036111112,0.028094495861111075,-0.012237043027777736
7,7,0.016545566777777777,-0.0031696256666666634,-0.00635202144444444,-0.0070239196666666785
8,8,-0.004350772361111107,-0.006530585138888885,0.010265533638888887,0.0006158238611111146
9,9,0.010460571472222204,-0.01927797452777771,-0.003204159972222227,0.012021563027777732
10,10,-0.024010180138888927,-0.0070746802500000466,0.0032800238611110748,0.027804836527777897
11,11,-0.029958349222222267,-0.020056713111111072,0.04142893188888889,0.00858613044444448
12,12,-0.046987797333333414,0.0009472047777778353,0.013299325777777846,0.03274126677777774
13,13,-0.010164698555555698,0.06354111455555561,-0.010116182444444474,-0.04326023355555546
14,14,0.03341619072222219,-0.009247999055555546,-0.014057544166666637,-0.010110647500000012
15,15,0.05168998436111137,-0.012915486416666703,-0.027844341527777962,-0.010930156416666722
16,16,-0.0082753975,0.001031989611111125,0.009899677944444421,-0.00265627005555554
17,17,0.0026653529722222282,0.01425974108333323,0.001812054083333341,-0.0187371481388888
18,18,0.0043542683055555675,0.015078465972222217,-0.0027555464722222025,-0.016677187805555584
19,19,0.010044635805555494,0.019628710472222248,0.010375002361111045,-0.04004834863888878
20,20,-0.010859785499999958,0.0023781502777777816,0.01641113905555551,-0.007929503833333316
21,21,-0.007786424500000012,-0.011362776944444479,0.0020500732777777725,0.01709912816666672
22,22,-0.010700177833333303,-0.028707959611111035,0.01441719794444441,0.024990939499999944
23,23,0.010593317138888853,0.01018655313888896,-0.02873939141666674,0.007959521138888905
24,24,0.0006838024166666502,0.014515016305555605,-0.005688985472222235,-0.009509833250000028
25,25,0.028341634944444315,-0.009037243944444414,0.0006386435000000157,-0.019943034499999915
26,26,0.010255542111111076,0.018423046333333293,-0.026813840555555486,-0.001864747888888906
27,27,0.0336549931666667,-0.008061749611111117,-0.003001918388888916,-0.02259132516666667
28,28,-0.02246881775000003,-0.0019912259722222425,0.0267883965833334,-0.0023283528611111118
29,29,0.02068145602777785,0.03665401491666661,-0.027451548638888955,-0.029883922305555533
30,30,0.0022330746111111164,-0.0008358317222222039,0.011886705277777746,-0.01328394816666665
31,31,-0.010551897583333303,-0.001842323583333312,-0.00994746691666663,0.022341688083333238
32,32,-0.014107676694444427,0.00043704752777777047,0.009557466638888873,0.0041131625277777886
33,33,0.03185416791666667,0.012452965472222216,-0.040747869638888885,-0.0035592637500000282
34,34,-0.03469162475000005,0.037054103250000046,-0.003327591194444446,0.000965112694444447
35,35,0.007200901944444473,-0.0005096791666666599,0.007301914277777746,-0.013993137055555554
36,36,0.002329120916666655,0.01872027513888889,0.005234320249999996,-0.02628371630555554
37,37,-0.012879014361111118,0.008385466194444474,0.04114587430555563,-0.036652326138888955
38,38,-0.015754482611111127,0.023530174611111183,-0.02196739261111112,0.014191700611111038
39,39,-0.027582785555555555,0.016158310555555597,0.025429720999999905,-0.014005245999999933
40,40,0.026606721055555504,-0.021909530722222202,0.011038696277777814,-0.0157358866111111
41,41,0.02018694500000001,-0.00801089100000002,0.01804498099999999,-0.030221034999999966
42,42,-0.005379190333333358,0.03359802355555555,-0.022268588666666617,-0.005950244555555601
43,43,0.028999777361111097,0.016049598250000126,0.040123692805555625,-0.08517306841666682
44,44,-0.003903817805555562,0.04013669319444451,0.012203663527777707,-0.048436538916666654
45,45,-0.017736453361111054,0.012625671527777826,0.03609775908333318,-0.030986977249999926
46,46,0.03866806394444441,-0.028695639166666648,0.037056375499999974,-0.0470288002777777
47,47,-0.006392276638888854,0.07753140491666666,-0.09162961575000013,0.02049048747222225
48,48,0.009661363916666587,0.020936343472222153,0.060737399361110896,-0.0913351067499996
49,49,0.037864532638888754,0.027955520194444597,-0.11199910969444457,0.04617905686111114
50,50,-0.08880467016666695,0.052847667611111246,0.025395630944444497,0.010561371611111212
51,51,0.037876123305555426,0.00545358130555563,0.0034655783055555726,-0.046795282916666625
52,52,0.016006358194444487,-0.07172482958333345,0.0025376715277778085,0.05318079986111117
53,53,-0.0063804898333333325,0.010252394388888877,-0.0030415558333333316,-0.0008303487222222163
54,54,-0.04620656899999994,0.004759269888888878,0.019602191999999942,0.021845107111111123
55,55,-0.026186501888888755,-0.006235635666666714,0.014384309777777767,0.01803782777777771
56,56,-0.013581818472222184,-0.0031133546944444764,0.009184017194444418,0.007511155972222249
57,57,-0.008251589388888913,-0.016980067388888923,0.018812432611111162,0.006419224166666687
58,58,0.020454744499999934,-0.018061844944444426,-0.0035747910555555366,0.0011818915000000344
59,59,0.0006884004999999985,-0.011134110611111116,0.014511988500000012,-0.0040662783888888825
60,60,0.007672722944444462,-0.0052477612777777705,-0.03702123338888888,0.03459627172222217
61,61,-0.044776859305555514,0.03783988736111097,-0.02095183219444446,0.02788880413888898
62,62,-0.01033806683333331,-0.03902648238888876,0.049668421833333226,-0.000303872611111115
63,63,0.008137874138888841,0.01739368936111109,0.022955876472222216,-0.048487439972222136
64,64,0.017923069499999993,0.01658235361111113,0.05926936638888873,-0.09377478949999982
65,65,0.016269620444444407,-0.005068782888888882,0.04454646777777779,-0.05574730533333329
66,66,0.027324005861111198,-0.004827138805555556,-0.010922046472222276,-0.011574820583333374
67,67,0.009849476555555584,0.02336411211111112,-0.029943330777777832,-0.0032702578888888978
68,68,-0.011492301666666682,0.006690604333333328,0.0072616777777778025,-0.002459980444444448
69,69,-0.02634729727777776,0.010552176499999968,0.01661109005555557,-0.000815969277777761
70,70,-0.0006485515000000108,-0.003631052944444456,0.0094425571666667,-0.005162952722222227
71,71,-0.03148478816666663,0.030139300277777822,0.02702421449999991,-0.02567872661111108
72,72,0.0076826674444444125,0.02752040577777777,-0.02192454644444446,-0.013278526777777747
73,73,-0.027550794638888834,0.03909558613888889,-0.004406966194444499,-0.007137825305555562
74,74,-0.009095333416666664,0.015677165916666732,0.012194487916666647,-0.018776320416666707
75,75,0.010648949472222207,-0.0031484917500000046,-0.011781458972222218,0.0042810012500000055
76,76,-0.00790079872222221,0.014839667055555578,-0.012894401277777811,0.005955532944444431
77,77,0.028170440222222294,-0.010899184333333402,-0.013270349777777789,-0.00400090611111111
78,78,0.007944107722222165,-0.044275962499999814,0.006936677166666603,0.02939517761111106
79,79,0.05760994363888877,0.0581298966388889,0.02393211341666671,-0.13967195369444438
80,80,0.013857851138888927,0.03904267169444434,0.0008379494722222606,-0.05373847230555553
81,81,0.040493078833333494,0.057763941388888906,-0.10817405461111132,0.00991703438888884
82,82,-0.01471829497222216,-0.11111968397222223,0.0648958130277778,0.060942165916666645
83,83,0.1059113935833334,-0.07194867374999994,-0.005083902638888985,-0.02887881719444448
