,pos,val_A,val_C,val_G,val_T
0,0,-0.006369268972222232,0.01713423269444442,-0.01488069230555553,0.004115728583333326
1,1,-0.027857118972222185,0.021972653805555534,-0.01045377752777781,0.01633824269444445
2,2,0.0017474677222222193,-0.018482083277777762,0.013037523722222215,0.0036970918333333433
3,3,-0.007450339305555514,0.013561648138888913,0.01313533924999997,-0.01924664808333336
4,4,0.022172672777777694,0.0017750962222221984,0.008543918000000006,-0.03249168699999989
5,5,0.024412483388888913,0.002374720722222203,-0.045752319611111154,0.0189651155
6,6,0.005302615444444426,-0.03359601533333331,0.021278679000000036,0.007014720888888865
7,7,0.003002568972222221,0.02195435775000001,-0.011203426027777783,-0.01375350069444446
8,8,0.004059207555555549,0.009048313444444431,0.013939549888888826,-0.027047070888888795
9,9,-0.014804382916666622,0.015123972527777835,0.02083483330555561,-0.021154422916666804
10,10,-0.012804189055555571,0.016169497166666654,0.005973688611111119,-0.0093389967222222
11,11,-0.024899505277777737,0.008413901500000018,0.02322860361111109,-0.006742999833333358
12,12,0.011392044361111131,-0.011502584861111113,0.0015252150277777659,-0.0014146745277777797
13,13,-0.03578694091666672,0.026440893972222216,-0.011110377916666617,0.020456424861111107
14,14,-0.011227014666666653,0.006470936666666649,-0.005975637222222205,0.010731715222222202
15,15,0.003145932638888878,0.003689758861111092,0.009487693861111111,-0.016323385361111074
16,16,0.0008398434722222178,-0.001443597861111107,-0.003083856527777767,0.003687610916666654
17,17,-0.0036474168333333373,-0.0002826544999999989,0.006108187166666671,-0.00217811583333333
18,18,-0.019658242944444487,0.01697431283333336,0.0050013819444444585,-0.0023174518333333267
19,19,-0.010976753999999983,0.02155427166666668,0.0004246578888888715,-0.011002175555555573
20,20,-0.01181644755555547,-0.0022105798888888395,0.03186321566666657,-0.017836188222222236
21,21,0.0045057849166666745,-0.010661297416666646,0.012578917361111074,-0.006423404861111091
22,22,0.017557420444444458,-0.005072598999999988,-0.005418970666666689,-0.007065850777777784
23,23,0.0049220194444444185,-0.012157264333333306,0.00629616455555557,0.000939080333333325
24,24,-0.02407558333333329,0.03676820000000002,-0.023069364888888888,0.010376748222222123
25,25,-0.003488756972222241,0.014148091916666704,-0.006919365972222249,-0.0037399689722222205
26,26,0.03570896872222233,0.019057716611111067,0.11090110338888867,-0.165667788722222
27,27,-0.04027351252777762,0.02032559436111103,0.014390334249999935,0.005557583916666662
28,28,0.022210666416666584,0.009684531416666748,0.004623201083333377,-0.0365183989166667
29,29,-0.04118938936111114,-0.0035842570277778004,0.03623714808333338,0.008536498305555577
30,30,-0.044032930027777986,0.01664331052777785,0.01118726341666672,0.01620235608333342
31,31,0.011598509611111137,0.012718973500000043,-0.0003750857222222068,-0.02394239738888897
32,32,0.0023551096111111445,-0.0010486392777777393,0.015087179611111069,-0.016393649944444463
33,33,0.002819003611111113,0.02261495405555554,-0.001320460611111109,-0.024113497055555544
34,34,-0.008503266500000002,0.005392089499999999,0.0016532950555555562,0.0014578819444444478
35,35,-0.0067146663888889135,0.015349597055555584,0.0081492417222222,-0.016784172388888866
36,36,0.012543332138888913,0.017054192805555497,-0.002939483972222214,-0.0266580409722222
37,37,0.013719452166666684,-0.008795063611111108,0.010286862611111076,-0.015211251166666643
38,38,0.02554245883333335,-0.0009697526111111051,-0.019799381166666713,-0.004773325055555546
39,39,0.012934301999999981,-0.023887474444444425,0.011025227333333354,-7.205488888890107e-05
40,40,0.005545747777777792,-0.021029433444444412,-0.007246804999999985,0.022730490666666603
41,41,0.007343214083333326,0.0006709615277777792,0.018776646305555582,-0.026790821916666673
42,42,-0.011919759138888864,0.0032385185277777877,-0.006178087583333365,0.014859328194444438
43,43,-1.4224722222266548e-06,-0.004322787027777785,-0.015562351583333349,0.01988656108333335
44,44,-0.00981671008333333,0.00955541791666664,0.0026085731388889146,-0.0023472809722222257
45,45,0.0022070042500000144,-0.0017196777499999868,0.006402039694444418,-0.006889366194444441
46,46,-0.005151492305555586,-0.0033467479722222348,-0.003959888527777799,0.012458128805555616
47,47,-0.0038481754166666744,-0.004917220194444445,0.004207676583333333,0.0045577190277777905
48,48,0.012877600333333343,-0.0012061760000000006,0.00041576233333333367,-0.012087186666666673
49,49,-0.00400247827777782,0.012600361277777729,-0.024099278722222138,0.01550139572222221
50,50,0.0058698250555555545,-0.0013352686111111156,-0.003911907499999993,-0.0006226489444444483
51,51,0.0234224814166666,0.017611386083333364,0.012695008416666641,-0.05372887591666659
52,52,0.0038810649999999926,-0.005845069333333358,0.027791165666666656,-0.02582716133333327
53,53,0.022075314194444407,-0.014271040027777755,-0.00980994458333332,0.0020056704166666653
54,54,-0.019175043888888924,0.010073097555555523,0.004939866222222259,0.004162080111111145
55,55,0.033880851027777735,0.007004581138888848,0.007910392805555503,-0.04879582497222208
56,56,-0.003864935583333341,-0.007116340694444451,0.01651947163888891,-0.005538195361111105
57,57,-0.010591646194444446,0.009960706027777773,0.013305003138888894,-0.012674062972222212
58,58,0.017507336972222235,0.00318210130555561,0.013838042972222209,-0.03452748125000004
59,59,-0.016863851416666627,0.02279742947222214,-0.010519308972222198,0.004585730916666674
60,60,-0.016247374638888895,0.022741564249999964,0.00040764580555556484,-0.006901835416666637
61,61,-0.034311523111111,0.026054168999999926,0.005203848555555541,0.00305350555555553
62,62,-0.028106497055555568,0.026455483944444462,0.013344798499999984,-0.011693785388888874
