,Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glucose.1,LB.1,Glycerol + AA.1,Acetate.1,Fumarate.1,Glucosamine.1,Glycerol.1,Pyruvate.1,Chemostat µ=0.5.1,Chemostat µ=0.35.1,Chemostat µ=0.20.1,Chemostat µ=0.12.1,Stationary phase 1 day.1,Stationary phase 3 days.1,Osmotic-stress glucose.1,42°C glucose.1,pH6 glucose.1,Xylose.1,Mannose.1,Galactose .1,Succinate.1,Fructose.1,Glucose.2,LB.2,Glycerol + AA.2,Acetate.2,Fumarate.2,Glucosamine.2,Glycerol.2,Pyruvate.2,Chemostat µ=0.5.2,Chemostat µ=0.35.2,Chemostat µ=0.20.2,Chemostat µ=0.12.2,Stationary phase 1 day.2,Stationary phase 3 days.2,Osmotic-stress glucose.2,42°C glucose.2,pH6 glucose.2,Xylose.2,Mannose.2,Galactose .2,Succinate.2,Fructose.2,Gene.1,Bnumber,Annotated functional COG groups (letter),Annotated functional COG group (description),Annotated functional COG class
0,P0A8T7,DNA-directed RNA polymerase subunit beta' OS=Escherichia coli (strain K12) GN=rpoC PE=1 SV=1,rpoC,91,6045.53,155045.008,2,2778.5193591408797,7164.3652607671,4503.008971210581,2179.98789343629,2444.3609519987144,3315.670479543053,2844.5433147826575,2729.85385686994,4780.473046324901,3900.470037647335,3476.9462468768465,2999.5752662999457,1734.8137184215047,1907.4023035067094,2247.8447715698194,3985.374672998229,3339.350979817605,3631.5306929144544,3401.439199818585,2258.1698088364615,2764.0934780910425,4516.849522818522,0.7153489450466344,1.8445151783297853,1.1593306724654329,0.5612528970344366,0.6293175617340765,0.8536422004260472,0.7323472671424556,0.7028196763211338,1.2307657095359466,1.0042028742530549,0.8951637574539917,0.772261310786443,0.44663973970257664,0.4910738595735163,0.5787231176493426,1.0260621573737638,0.859738908312515,0.9349625877302052,0.8757239481616732,0.5813813696035572,0.7116349026173745,1.1628940177986342,20.47250683,4.817655503,20.63632121,10.69439787,8.872000947,3.103896196,10.82847355,33.45437159,8.682473126,1.736866479,8.990861276,1.471709889,6.756704046,12.08213495,20.90881548,13.86119051,6.14122744,6.274283265,16.15213454,22.86713718,16.4513818,9.285230132,rpoC,b3988,K,Transcription,INFORMATION STORAGE AND PROCESSING
1,P0A8V2,DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) GN=rpoB PE=1 SV=1,rpoB,89,5061.29,150520.2758,2,3957.4344641181833,8888.466378882695,5198.5608496874975,2661.253271862183,3198.7833333949184,3999.083576745219,3748.8099388949795,3714.432332595051,5244.783447890167,4388.325064676102,3859.5987083059226,3455.0993086905337,2378.505976464225,2226.8717435231924,3253.953112918488,4922.674020530932,4031.6620655870056,4437.013515777716,4142.901443726218,2820.4494907183453,3855.1476446133274,5269.436582924218,0.9891347581064702,2.2216138059465456,1.299346148415169,0.6651627803797389,0.7995148896085678,0.9995446803217891,0.9369904279444007,0.9283979709877355,1.3108991833186634,1.096833034304754,0.9646813533724292,0.8635793845538671,0.594491950534162,0.5565919697054942,0.813304213732219,1.230390047057885,1.007687459683563,1.1090023929485,1.0354910118043334,0.7049528299326737,0.9635688392300447,1.3170610725374419,18.15202458,2.905708449,14.56369124,10.33475121,6.117668295,5.079679878,7.435308638,25.10910371,8.281315359,2.753899237,8.530804007,1.241016184,14.42473434,11.17933502,17.48190173,10.51295562,5.92899871,4.266260874,13.50919006,19.75183324,13.59959553,7.765105929,rpoB,b3987,K,Transcription,INFORMATION STORAGE AND PROCESSING
2,P36683,Aconitate hydratase 2 OS=Escherichia coli (strain K12) GN=acnB PE=1 SV=3,acnB,67,4505.67,93420.9457,2,7595.542045520425,16599.719404816395,17548.341931031326,22843.96744881628,19491.48405761233,13752.78138448287,10792.191853338234,16395.21968881868,15733.209919204655,20261.12344906201,16409.54997219681,13763.337973845844,933.3022664728803,756.478368223532,2814.510432188585,4841.834921316653,4648.925391802291,6697.44716635175,16516.92005692763,12875.302403923593,19547.132064336256,8782.370172213477,1.1782833956965348,2.5750859689404284,2.722244152612384,3.5437454464025815,3.023680454262397,2.1334453621433775,1.6741741916180224,2.543362279131237,2.4406658402661354,3.1430732915588444,2.5455853113860623,2.135082987725203,0.14478157808362047,0.11735119036133576,0.4366101707274883,0.7511055377352146,0.721179813654409,1.0389634791530369,2.5622414482719695,1.9973235545528987,3.032313033995805,1.3623940051628842,17.22764575,0.957330682,3.975780184,8.11219391,2.631718183,5.708803503,2.224071771,4.569272296,4.965732859,3.096242061,5.242328593,0.926840857,3.932991777,10.03863277,16.60299291,9.565542106,4.474875185,21.77727606,3.157398205,2.066659706,4.211018466,3.247898548,acnB,b0118,C,Energy production and conversion,METABOLISM
3,P15254,Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) GN=purL PE=1 SV=3,purL,65,4277.71,141295.8984,2,2456.2659852354395,820.6857373648634,2339.023494647896,1437.6603757671162,2071.4985659334147,1958.9401306211298,2067.7287758441457,2708.0973401031097,2285.246876179287,1730.342351557605,1467.9360162687697,1218.805606120739,617.6620338152696,734.8774143004692,1318.1258334974666,1885.4902514122255,1708.2221508614487,1720.7546079698059,1764.284837674818,1570.497686550313,1913.4719444057118,2405.7213495390247,0.5763040550585358,0.1925542759680973,0.5487959092970794,0.3373126157068655,0.4860275844600512,0.459618440217761,0.48514309339588124,0.6353902582114129,0.5361785122085372,0.4059834398376793,0.3444160705018579,0.285963579415904,0.14491962062867655,0.1724214056531411,0.3092666948482734,0.4423851831169044,0.4007934639000035,0.403733905161173,0.41394723223870583,0.3684797129705966,0.4489504180045273,0.5644449654125467,9.314915574,5.121404736,8.301694358,1.01753543,3.237597558,6.879495827,4.740371087,4.275633378,8.93100335,4.425366562,9.076153164,3.297525554,7.014114673,4.016729803,12.97052677,11.37946258,1.7844499,7.879869887,1.219968284,7.687926769,2.960045076,6.197638255,purL,b2557,F,Nucleotide transport and metabolism,METABOLISM
4,P09831,Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) GN=gltB PE=1 SV=3,gltB,64,4111.74,163176.3153,2,2858.9306324572303,604.3058578802372,651.9510592322528,1362.6109975256081,1280.730747255291,1977.2806347999774,2203.8787129223547,1690.7799060272127,2321.416778905211,1959.4820395736378,1771.177247541153,1379.0030845287015,229.5715312398314,183.11804307775566,833.5774324997981,2979.361330008746,2723.4776622399104,2496.134667142585,2078.529818365174,1398.1051739217412,1552.8740296504354,3858.169347205996,0.7746534622385717,0.16374221177084794,0.17665211583335752,0.3692119406235217,0.3470257362292075,0.5357623134243702,0.5971611398811124,0.45813231465558524,0.6290091563124125,0.5309396208908279,0.4799167113287642,0.3736535268607324,0.062204510836100624,0.04961751238665545,0.2258654466110304,0.8072852637097057,0.7379512382817912,0.6763505697421484,0.5631967078469433,0.37882941308767126,0.42076545328948906,1.0454063518662748,6.303115236,4.231976842,9.762061017,21.92606666,6.042575475,2.449820006,9.793371196,23.56712129,7.966924354,5.277004983,5.377780403,3.140192532,17.44202926,3.982030637,28.41304517,17.39044837,7.841282636,20.05356286,17.7067685,22.36185679,10.68694443,8.909156825,gltB,b3212,E,Amino acid transport and metabolism,METABOLISM
5,P0AFG8,Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=aceE PE=1 SV=2,aceE,59,3547.25,99587.94042,2,5814.613174453896,11819.714467792763,6671.33053008919,2445.225832105002,4521.358461127238,4198.237572849563,4066.870025331408,15791.000151654476,5883.820961427969,5275.353462123049,4409.044725933988,4794.04223156284,5278.592383683714,5888.006303224175,6282.654696611157,6982.688782406134,9459.141049738866,10242.507567271547,4904.5560773715715,3263.1143592682574,4738.7494709212615,9413.603219003931,0.9615553862712533,1.9546115570726357,1.1032296753610948,0.40436397039103067,0.7476914544652092,0.6942573529663884,0.6725332641736391,2.6113381569634,0.9730001923727504,0.8723786748661112,0.7291182710414545,0.7927848321920489,0.8729142913170989,0.9736923171670889,1.0389548336852559,1.154718604304933,1.5642464516532806,1.6937908034026723,0.8110603701352787,0.5396171841591423,0.7836411367781728,1.5567159169283462,22.22895139,2.338266913,14.35762347,9.050767743,2.389935044,2.176827285,9.613397837,22.87290194,8.334795444,3.679878243,9.071540858,1.239941863,4.576454557,9.583474921,19.8377785,9.778542597,8.079917011,7.272276566,13.70752452,20.08197608,6.641867448,13.13049438,aceE,b0114,C,Energy production and conversion,METABOLISM
6,P0A9Q7,Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2,adhE,58,4443.68,96048.64958,2,4851.082598113899,5471.633196555838,5634.479028313747,4510.32457317426,4007.154094824977,7360.876467373757,5185.60807461073,3292.3246479590784,10353.749969703404,7637.438787928167,7837.477438837544,8009.338270004044,7037.524404120092,6714.462916706934,5215.502540503035,9028.758570847134,9015.41645919152,8391.169910834466,5977.234756712347,6323.82928594848,4052.323576453825,19994.344955010998,0.7737072361970487,0.8726798837927854,0.8986524364894986,0.7193591717483999,0.639107674836982,1.1739984369208483,0.8270612611230508,0.5250983368178948,1.6513368122095233,1.2181078216498546,1.2500123189651253,1.2774226889192586,1.1224264782665312,1.0709008640365603,0.8318291792352088,1.4400117291048724,1.437883773514483,1.338321652716402,0.9533191179871696,1.0085980562185175,0.6463118306279175,3.188931349205765,23.52997284,4.175715248,10.31950282,11.05014074,6.398446538,2.820534912,9.268081834,27.10587716,14.63134361,5.559886372,10.67050682,3.886576623,6.35543959,7.085900275,16.80093609,10.41845347,13.95512379,3.191856747,18.77228092,20.20775557,29.63864476,6.361279401,adhE,b1241,C,Energy production and conversion,METABOLISM
7,P0CE47,Elongation factor Tu 1 OS=Escherichia coli (strain K12) GN=tufA PE=1 SV=1,tufA,57,4565.07,43238.30279,2,252452.05642391465,443852.26323968545,368887.9539919375,149277.6651913,190255.6783952801,173736.43113846867,191041.13759365524,187232.99825307316,180818.68645541448,142246.77393801903,112618.14815265311,102131.33538091615,86995.5275602891,88446.73566771748,214484.39199810257,250232.3876007104,192346.40341048926,216763.91071772957,192017.03412420338,140284.54683539137,195882.71869144117,233115.92792607145,18.12567870350302,31.867926248126505,26.48560137067305,10.717912284790902,13.660072122047378,12.474014965523763,13.71646691346295,13.443048225085724,12.98251026633279,10.213104846652053,8.085813989848422,7.332876574258054,6.246148292615642,6.3503428563667725,15.39965738978042,17.966309813871064,13.810183039818725,15.563323412136759,13.786534819469132,10.072219886119937,14.064085168740935,16.737373702203957,9.449156167,2.948312064,3.436286563,2.921668771,1.942983944,3.203168284,4.695858753,5.526714039,5.526177312,1.557371651,3.304241023,2.743840928,5.042513029,1.780505447,1.925645605,7.953029691,6.287023985,0.707131589,2.959255225,3.214860105,3.924059268,3.949925479,tufA,b3339,J,"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING
8,P25665,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Escherichia coli (strain K12) GN=metE PE=1 SV=6,metE,56,4067.16,84602.80905,2,51584.19460938904,1711.1518643464256,1690.463054954438,17413.39929814274,19718.935109550894,23978.269686382442,28808.031063025217,18643.235305501414,27207.975882717074,13267.735940597255,8295.193212524542,4243.479797696313,3382.0237021778034,3562.8950182772087,30108.984342656368,32361.83789031858,25743.723159512057,32790.20748825638,26643.444972415295,11659.56434055443,19185.4230969937,38847.642272728815,7.246831501366323,0.24039202953670502,0.23748555175290087,2.4463301508381474,2.7702245078627645,3.3685992662548148,4.047110720264541,2.6191042803390325,3.8223261642123476,1.8639245508086286,1.1653543868939538,0.596147391778023,0.4751252993072551,0.50053509703945,4.229875795497892,4.546369058226702,3.616619884588625,4.606548776453771,3.7430177555951607,1.6379997554514125,2.695273804682588,5.4575305460828165,6.486765146,3.169443436,8.98623074,8.047958397,4.707271213,2.199227097,1.657368715,2.458408507,3.610550674,4.326615394,3.168808444,2.586071264,1.707523373,12.89321983,11.51237978,13.13027508,5.25735441,1.049460552,5.264753045,16.24232116,14.79819219,3.171616541,metE,b3829,E,Amino acid transport and metabolism,METABOLISM
9,P0A6F5,60 kDa chaperonin OS=Escherichia coli (strain K12) GN=groL PE=1 SV=2,groL,55,3795.21,57274.67483,2,22739.32226050871,65886.55854303479,57319.44888568142,19539.781001251136,26421.529919335833,23090.459757453693,26357.68801938838,22919.13649907369,25954.203080553943,23701.83975335093,17810.667495898946,16980.15793094338,26509.230094915492,25773.909966932268,22879.41669917501,65428.40541189821,26820.979673587244,26428.219200301468,27239.009879624376,15632.154201231931,26639.075912275923,24906.09174973393,2.162653163882673,6.266227843469923,5.45144160694334,1.8583565824791184,2.512854368307546,2.1960485575547497,2.5067826004101614,2.179754633640154,2.4684086343986618,2.2541946565155793,1.6939069673928984,1.6149202624370842,2.521195208901543,2.4512616205988125,2.1759770298076577,6.222654587097369,2.5508445627797998,2.5134905611755087,2.5906018755672084,1.4867165940256897,2.5335443662121437,2.3687266271808936,4.091302701,1.119523901,3.817655034,1.930559353,5.409418368,3.057108445,3.643856286,5.819583629,1.438839842,2.954946078,2.311119581,4.433227943,1.986115862,1.34561719,2.087231637,6.696723319,6.652493066,7.864344783,3.162332973,3.130165804,6.318944861,1.360286137,groL,b4143,O,"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING
